year,coo_id,coa_id,coo_name,coa_name,coo,coa,coo_iso,coa_iso,f_0_4,f_5_11,f_12_17,f_18_59,f_60,f_other,f_total,m_0_4,m_5_11,m_12_17,m_18_59,m_60,m_other,m_total,total
2018,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2019,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,11,11,24
2020,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,7,7,20
2021,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15
2022,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2023,106,183,Liberia,Sweden,LBR,SWE,LBR,SWE,0,0,0,5,0,0,5,0,0,0,5,0,0,5,10
2001,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
2002,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
2003,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367
2004,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471
2005,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449
2006,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394
2007,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332
2008,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590
2009,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590
2010,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602
2011,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326
2012,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323
2013,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
2014,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2015,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2016,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
2017,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2018,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2019,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,8,8,0,0,0,0,0,9,9,49
2020,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,10,10,0,0,0,0,0,20,20,59
2021,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
2022,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2023,106,70,Liberia,United Kingdom of Great Britain and Northern Ireland,LBR,GBR,LBR,GBR,0,0,5,7,0,0,12,0,0,6,12,0,0,18,63
2001,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2002,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,10,0,0,10,16
2003,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,5,0,0,5,0,0,0,5,0,0,5,16
2004,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,9,0,0,9,15
2005,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2006,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2007,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2008,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2009,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2010,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2013,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2015,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2018,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2020,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2021,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,12,12,18
2023,106,76,Liberia,Greece,LBR,GRE,LBR,GRC,0,0,0,9,0,5,14,0,0,0,0,0,23,23,37
2001,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2002,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2003,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2004,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692
2005,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819
2006,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899
2007,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313
2008,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2658
2009,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2718
2010,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,12,12,0,0,0,0,0,32,32,2756
2011,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358
2012,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397
2013,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387
2014,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807
2015,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771
2016,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891
2017,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822
2018,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583
2019,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424
2020,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358
2021,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,15,15,0,0,0,0,0,25,25,382
2022,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,10,10,0,0,0,0,0,38,38,390
2023,106,94,Liberia,Italy,LBR,ITA,LBR,ITA,0,0,0,0,0,39,39,0,0,0,0,0,150,150,451
2001,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2002,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2003,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2004,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
2005,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2006,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2007,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
2008,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2009,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2010,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,5,5,0,0,0,0,0,17,17,47
2011,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2012,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2013,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2014,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2015,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2016,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2017,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2018,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
2019,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,5,5,0,0,0,0,0,50,50,60
2020,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,18,18,0,0,0,0,0,22,22,47
2021,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2022,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,10,10,0,0,0,0,0,43,43,53
2023,106,173,Liberia,Spain,LBR,SPA,LBR,ESP,0,0,0,0,0,10,10,0,0,0,0,0,37,37,47
2001,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
2002,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
2003,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2004,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2005,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2006,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2008,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2009,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2010,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2015,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2022,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2023,106,155,Liberia,Portugal,LBR,POR,LBR,PRT,0,0,5,5,0,0,10,0,0,5,5,0,5,15,25
2004,106,196,Liberia,Türkiye,LBR,TUR,LBR,TUR,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2005,106,196,Liberia,Türkiye,LBR,TUR,LBR,TUR,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2006,106,196,Liberia,Türkiye,LBR,TUR,LBR,TUR,5,0,0,0,0,0,5,0,0,0,8,0,0,8,13
2008,106,196,Liberia,Türkiye,LBR,TUR,LBR,TUR,10,0,0,10,0,0,20,0,0,0,0,0,0,0,20
2010,106,196,Liberia,Türkiye,LBR,TUR,LBR,TUR,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
2011,106,196,Liberia,Türkiye,LBR,TUR,LBR,TUR,0,10,0,0,0,0,10,0,0,0,0,0,0,0,10
2012,106,196,Liberia,Türkiye,LBR,TUR,LBR,TUR,0,5,0,0,0,0,5,0,0,0,5,0,0,5,10
2013,106,196,Liberia,Türkiye,LBR,TUR,LBR,TUR,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2014,106,196,Liberia,Türkiye,LBR,TUR,LBR,TUR,0,6,0,0,0,0,6,0,0,0,0,0,0,0,6
2015,106,196,Liberia,Türkiye,LBR,TUR,LBR,TUR,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
2016,106,196,Liberia,Türkiye,LBR,TUR,LBR,TUR,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5
2017,106,196,Liberia,Türkiye,LBR,TUR,LBR,TUR,5,0,0,0,0,0,5,0,0,0,5,0,0,5,10
2018,106,196,Liberia,Türkiye,LBR,TUR,LBR,TUR,5,0,0,0,0,0,5,0,0,0,5,0,0,5,10
2001,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748
2002,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548
2003,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1888
2004,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080
2005,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990
2006,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890
2007,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2924
2008,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360
2009,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942
2010,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734
2011,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717
2012,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784
2013,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157
2014,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653
2015,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2374
2016,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3518
2017,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6640
2018,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10388
2019,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13973
2020,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17174
2021,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28852
2022,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,559,496,2426,101,38,3620,0,605,558,1830,95,107,3195,31175
2023,141,202,Nigeria,United States of America,NIG,USA,NGA,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35066
2001,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
2002,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683
2003,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1765
2004,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802
2005,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7154
2006,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954
2007,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775
2008,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3904
2009,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,250,190,184,1572,24,0,2220,222,218,194,4618,46,0,5298,7518
2010,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,254,220,172,1648,14,0,2308,192,250,212,4678,44,0,5376,7684
2011,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,154,123,81,864,11,0,1233,132,130,98,2295,22,0,2677,3910
2012,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,233,178,83,1049,9,0,1552,184,165,93,2353,28,0,2823,4375
2013,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,350,128,32,1097,5,0,1612,293,114,33,1561,0,0,2001,3613
2014,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,713,258,53,1954,5,0,2983,664,245,44,2904,5,0,3862,6845
2015,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,1051,468,72,2881,6,0,4478,1080,434,77,4897,11,0,6499,10977
2016,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,1951,776,148,5284,11,0,8170,2078,731,179,10411,12,0,13411,21581
2017,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,2237,941,167,6076,16,0,9437,2338,918,158,10923,14,0,14351,23788
2018,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,3395,788,647,7671,29,0,12530,3296,1215,181,10668,22,0,15382,27912
2019,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,4232,1463,248,8333,37,0,14313,4017,1458,224,9600,30,0,15329,29642
2020,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,3853,1656,306,7087,21,0,12923,3481,1626,256,6973,26,0,12362,25299
2021,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,3265,1807,374,5915,19,0,11380,2808,1772,323,5102,30,0,10035,21415
2022,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,2305,1472,346,4329,28,242,8722,1922,1615,352,3831,35,690,8445,17176
2023,141,72,Nigeria,Germany,NIG,GFR,NGA,DEU,1845,2448,584,5202,25,0,10104,1502,2280,528,4200,50,0,8560,19338
2001,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,49,49,0,0,0,0,0,114,114,163
2002,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,56,56,0,0,0,0,0,125,125,181
2003,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,63,63,0,0,0,0,0,132,132,195
2004,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249
2005,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,128,128,0,0,0,0,0,238,238,366
2006,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,187,187,0,0,0,0,0,284,284,471
2007,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,223,223,0,0,0,0,0,309,309,532
2008,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,530,530,0,0,0,0,0,682,682,1212
2009,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316
2010,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,696,696,0,0,0,0,0,756,756,1452
2011,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,397,397,0,0,0,0,0,397,397,794
2012,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,471,471,0,0,0,0,0,418,418,1355
2013,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,543,543,0,0,0,0,0,445,445,2566
2014,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,631,631,0,0,0,0,0,471,471,2969
2015,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,746,746,0,0,0,0,0,504,504,3172
2016,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,1047,1047,0,0,0,0,0,606,606,3638
2017,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,1396,1396,0,0,0,0,0,705,705,3958
2018,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,1738,1738,0,0,0,0,0,787,787,5405
2019,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,2237,2237,0,0,0,0,0,979,979,7722
2020,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,2081,2081,0,0,0,0,0,4633,4633,10375
2021,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9501
2022,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,4533,4533,0,0,0,0,0,2504,2504,9140
2023,141,64,Nigeria,France,NIG,FRA,NGA,FRA,0,0,0,0,0,5467,5467,0,0,0,0,0,3220,3220,9524
2001,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,0,0,5,22,0,10,37,0,9,9,129,0,13,160,197
2002,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,5,0,0,33,0,0,38,0,8,0,305,0,5,318,370
2003,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,0,0,0,0,0,5,5,0,0,0,0,0,0,0,150
2004,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,9,0,5,15,0,0,29,5,5,0,43,0,0,53,82
2005,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,5,0,0,8,0,5,18,7,0,0,9,0,0,16,91
2006,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,0,0,0,0,0,19,19,0,0,0,0,0,17,17,97
2007,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,14,0,10,28,0,10,62,14,0,18,150,0,10,192,254
2008,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,24,0,14,80,0,10,128,26,10,100,948,0,10,1094,1222
2009,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,34,0,10,120,0,12,176,28,10,20,1352,0,10,1420,1596
2010,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,16,11,0,60,0,6,93,16,6,5,487,0,7,521,614
2011,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,20,16,0,89,0,7,132,27,16,5,608,0,8,664,796
2012,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,34,19,5,133,0,7,198,42,15,0,629,0,9,695,893
2013,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,21,27,0,86,0,8,142,24,21,0,216,0,9,270,441
2014,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,16,26,0,71,0,8,121,15,24,0,225,0,9,273,423
2015,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,10,21,0,46,0,0,77,9,24,0,63,0,0,96,500
2016,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,15,21,10,73,0,11,130,17,23,5,145,0,9,199,329
2017,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,20,17,12,85,0,10,144,18,22,10,118,0,12,180,324
2018,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,29,18,14,86,0,14,161,16,28,5,99,0,12,160,321
2019,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,42,29,11,101,0,0,183,28,32,6,112,0,0,178,386
2020,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,38,31,9,101,0,0,179,17,37,6,113,0,0,173,378
2021,141,184,Nigeria,Switzerland,NIG,SWI,NGA,CHE,33,26,13,97,0,0,169,27,32,9,93,0,0,161,353
