year,coo_id,coa_id,coo_name,coa_name,coo,coa,coo_iso,coa_iso,f_0_4,f_5_11,f_12_17,f_18_59,f_60,f_other,f_total,m_0_4,m_5_11,m_12_17,m_18_59,m_60,m_other,m_total,total
2022,92,196,Iraq,Türkiye,IRQ,TUR,IRQ,TUR,5776,12649,10010,30732,2418,0,61585,6041,13387,10875,28953,1788,0,61044,134484
2023,92,196,Iraq,Türkiye,IRQ,TUR,IRQ,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113937
2001,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24869
2002,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29731
2003,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34384
2004,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29052
2005,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24820
2006,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44101
2007,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4570
2008,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4044
2009,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3654
2010,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524
2011,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537
2012,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543
2013,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826
2014,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230
2015,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5345
2016,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7558
2017,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9386
2018,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9931
2019,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10397
2020,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10803
2021,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14012
2022,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,43,100,97,961,27,46,1274,39,115,105,1139,11,51,1460,15432
2023,200,202,Ukraine,United States of America,UKR,USA,UKR,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21072
2001,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
2002,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53747
2003,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57391
2004,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57777
2005,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56471
2006,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16572
2007,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19649
2008,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44408
2009,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,138,798,1764,11464,4480,0,18644,132,834,1956,11660,3734,0,18316,36970
2010,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,114,732,1678,12138,5060,0,19722,110,776,1838,12414,4124,0,19262,38984
2011,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,39,338,764,6254,2746,0,10141,48,344,814,6390,2255,0,9851,19992
2012,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,46,281,689,6355,2908,0,10279,46,295,707,6482,2408,0,9938,20217
2013,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,25,32,25,159,18,0,259,27,40,27,153,14,0,261,520
2014,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,169,196,99,962,121,0,1547,178,188,122,978,58,0,1524,3071
2015,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,361,436,221,2121,242,0,3381,411,475,233,2198,98,0,3415,6948
2016,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,351,425,209,2128,276,0,3389,442,472,242,2051,105,0,3312,6701
2017,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,240,318,176,1441,203,0,2378,288,361,190,1297,80,0,2216,4594
2018,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,237,168,243,1196,210,0,2054,228,303,159,1051,95,0,1836,3890
2019,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,178,238,131,909,208,0,1664,191,277,145,783,99,0,1495,3159
2020,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,136,180,107,709,181,0,1313,143,221,109,547,81,0,1101,2414
2021,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,119,192,107,638,180,0,1236,117,214,121,475,83,0,1010,2246
2022,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,20851,49585,42073,276024,58032,191209,637774,21947,51855,43138,99819,23840,122877,363476,1004382
2023,200,72,Ukraine,Germany,UKR,GFR,UKR,DEU,21315,57950,51747,337347,79581,0,547940,22391,61210,55154,169082,33897,5,341739,1099143
2001,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,202,202,0,0,0,0,0,205,205,407
2002,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,226,226,0,0,0,0,0,212,212,438
2003,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,273,273,0,0,0,0,0,246,246,519
2004,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583
2005,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,343,343,0,0,0,0,0,300,300,643
2006,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,357,357,0,0,0,0,0,306,306,663
2007,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,363,363,0,0,0,0,0,310,310,673
2008,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,730,730,0,0,0,0,0,626,626,1356
2009,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404
2010,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,770,770,0,0,0,0,0,654,654,1424
2011,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,387,387,0,0,0,0,0,329,329,716
2012,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,388,388,0,0,0,0,0,331,331,719
2013,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,397,397,0,0,0,0,0,335,335,789
2014,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,397,397,0,0,0,0,0,340,340,1976
2015,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,585,585,0,0,0,0,0,453,453,2571
2016,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,769,769,0,0,0,0,0,613,613,2018
2017,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,895,895,0,0,0,0,0,710,710,2044
2018,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,950,950,0,0,0,0,0,765,765,2418
2019,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,1019,1019,0,0,0,0,0,820,820,2859
2020,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,602,602,0,0,0,0,0,1338,1338,3861
2021,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3389
2022,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,49760,49760,0,0,0,0,0,19542,19542,70572
2023,200,64,Ukraine,France,UKR,FRA,UKR,FRA,0,0,0,0,0,47801,47801,0,0,0,0,0,20492,20492,70047
2001,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,0,9,0,26,0,10,45,6,0,0,47,0,0,53,98
2002,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,6,6,5,53,0,0,70,0,5,5,83,0,9,102,177
2003,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,0,0,0,0,0,8,8,0,0,0,0,0,8,8,77
2004,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,0,0,5,10,0,7,22,0,0,10,5,0,6,21,43
2005,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,0,0,6,7,0,6,19,0,0,0,5,0,7,12,38
2006,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,0,0,0,0,0,18,18,0,0,0,0,0,10,10,34
2007,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,0,0,10,10,0,12,32,0,10,0,0,0,10,20,52
2008,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,14,0,0,12,0,12,38,0,10,18,16,0,0,44,82
2009,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,10,0,0,36,0,10,56,0,12,0,24,10,0,46,102
2010,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,5,0,0,15,0,5,25,0,6,0,10,0,0,16,41
2011,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,0,0,5,12,0,5,22,0,9,0,8,0,0,17,39
2012,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,0,0,5,15,0,0,20,0,14,0,6,0,0,20,40
2013,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,0,0,0,14,0,0,14,9,5,0,5,0,0,19,42
2014,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,0,9,5,42,8,0,64,6,5,6,59,0,0,76,149
2015,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,0,0,0,6,0,119,125,0,0,0,10,0,63,73,198
2016,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,5,7,12,50,10,5,89,7,0,6,41,5,0,59,148
2017,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,5,11,5,43,8,0,72,5,8,0,36,0,5,54,126
2018,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,0,9,0,18,8,8,43,0,7,0,6,0,0,13,56
2019,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,5,6,8,38,8,0,65,0,13,6,21,0,0,40,115
2020,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,5,5,10,32,8,0,60,0,8,6,15,5,0,34,105
2021,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,5,5,5,40,9,0,64,0,5,13,22,5,0,45,120
2022,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,14,18,12,99,21,39640,39804,10,28,15,62,10,20330,20455,60271
2023,200,184,Ukraine,Switzerland,UKR,SWI,UKR,CHE,19,33,21,193,32,41420,41718,19,29,26,167,11,24674,24926,66644
2001,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
2002,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846
2003,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655
2004,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395
2005,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262
2006,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238
2007,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
2008,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400
2009,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554
2010,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251
2011,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
2012,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
2013,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
2014,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1208
2015,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830
2016,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013
2017,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595
2018,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660
2019,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,165,165,0,0,0,0,0,306,306,694
2020,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,152,152,0,0,0,0,0,238,238,622
2021,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,121,121,0,0,0,0,0,213,213,560
2022,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,0,0,0,0,0,29666,29666,0,0,0,0,0,17834,17834,47846
2023,200,183,Ukraine,Sweden,UKR,SWE,UKR,SWE,820,2624,2245,12987,834,378,19888,714,2317,2713,17622,591,733,24690,44578
2001,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
2002,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345
2003,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425
2004,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468
2005,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484
2006,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492
2007,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
2008,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018
2009,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970
2010,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568
2011,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
2012,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244
2013,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
2014,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
2015,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
2016,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
2017,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247
2018,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
2019,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,96,96,0,0,0,0,0,137,137,418
2020,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,73,73,0,0,0,0,0,155,155,436
2021,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491
2022,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,0,0,0,0,0,122074,122074,0,0,0,0,0,60126,60126,183399
2023,200,70,Ukraine,United Kingdom of Great Britain and Northern Ireland,UKR,GBR,UKR,GBR,1514,10121,19728,51235,16318,0,98916,678,7159,24862,77551,16331,0,126581,225824
2004,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,8,0,0,8,0,0,0,0,0,0,0,13
2005,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,6,0,0,6,11
2006,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2008,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2009,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2010,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
2011,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
2014,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2015,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
2016,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
2017,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233
2018,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262
2019,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,49,49,0,0,0,0,0,48,48,248
2020,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,31,31,0,0,0,0,0,32,32,221
2021,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,59,59,0,0,0,0,0,40,40,268
2022,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,0,0,0,0,0,14912,14912,0,0,0,0,0,6724,6724,21931
2023,200,76,Ukraine,Greece,UKR,GRE,UKR,GRC,1672,1977,1086,6536,180,23,11474,1326,2356,2021,9753,136,47,15639,27113
2001,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2002,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2003,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2004,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2005,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2006,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2007,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2008,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
2009,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
2010,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,12,12,154
2011,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2012,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
2013,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
2014,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792
2015,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4976
2016,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6264
2017,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9400
2018,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10025
2019,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7542
2020,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3881
2021,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,375,375,0,0,0,0,0,305,305,4059
2022,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,105478,105478,0,0,0,0,0,41405,41405,151750
2023,200,94,Ukraine,Italy,UKR,ITA,UKR,ITA,0,0,0,0,0,696,696,0,0,0,0,0,635,635,165998
2001,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2002,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
2003,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2004,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
2005,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
2006,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2007,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
2008,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
2009,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
2010,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2011,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2012,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2013,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2014,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694
2016,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5623
2017,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4834
2018,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4862
2019,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,3000,3000,0,0,0,0,0,3460,3460,7091
2020,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,1931,1931,0,0,0,0,0,2359,2359,5212
2021,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4335
2022,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,102180,102180,0,0,0,0,0,58529,58529,160709
2023,200,173,Ukraine,Spain,UKR,SPA,UKR,ESP,0,0,0,0,0,118793,118793,0,0,0,0,0,73679,73679,192472
2011,200,155,Ukraine,Portugal,UKR,POR,UKR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,200,155,Ukraine,Portugal,UKR,POR,UKR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,200,155,Ukraine,Portugal,UKR,POR,UKR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014,200,155,Ukraine,Portugal,UKR,POR,UKR,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
